"","species","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","X.1","annual","family","origin","Functional.group","SCT","SCP","Starch","CN","Carbon","N","Mass","Length","Shape","Compact","Disp","Texture","mucilage","Perimeter","Intensity","W","area","dispcat"
"11","CLAPUR",2.22925935098047,-0.10018663980305,-0.676094763200866,-0.638595416960341,-0.0590694270284377,0.33351948958184,-0.78925535265455,-0.158356121319951,0.486938058738838,0.239205330553237,0.0131121198903888,11,"annual","Onagraceae","Native","Forb",1.48323969741913,-1.00393128813676,0,9.52510202759604,0.538604395604396,56.5457875457875,-0.955915526657423,0.406973303542777,-3.67257082961546,2.60200137882537,0,-1.30205281323434,0,1.24856585865375,14.020755,1.01480362,-0.0220825547567142,NA
"12","COLSPA",-1.51725380645393,0.0139711801558773,0.940568850102672,1.35116213281886,1.49391729076628,0.216105231381007,-0.0515245224359536,-0.0580139740613323,0.172209043626007,-0.00615720012378783,0.0144708243528246,12,"annual","Plantaginaceae","Native","Forb",1.08397416943394,0.201308418610063,0,20.5811462676805,0.413686113393591,20.1002465078061,0.712051801283051,1.14200384303999,-2.87612202909751,2.67239942524917,2,-0.0576216340510432,0,2.04347526509836,13.7594231,2.2112972,1.6314595660653,NA
"13","CRYHIS",1.27917071919878,-0.356326053343227,-1.46793549796201,-0.761098882007171,-0.490494602007848,0.596808421721797,-0.252828451546557,-0.00760190564004418,-0.521166546383274,0.0752817231446304,0.130563042279115,13,"annual","Boraginaceae","Native","Forb",2.14476105895272,-0.808219226713707,0,11.2266597892565,0.519812350733538,46.301603548277,-1.02398730732953,0.640096448045438,-2.67405276125271,2.5452730422394,0,-1.34424288911692,0,1.42897844487539,12.6693285,0.87299704,0.0439478495410302,NA
"14","DICCAP",0.326310442593164,0.217976839824172,0.18833506192545,-1.41301004672919,-1.38999349670412,-1.53615024089643,-0.0142423817911488,0.473276107955882,0.100063534551738,0.199946347580468,-0.0198105853742492,14,"perennial","THEMIDACEAE","Native","Forb",1.34164078649987,-0.640969489456686,1,11.855115697815,0.494248739495798,41.690756302521,0.17085728288807,1.26808174883368,-2.48351160974305,2.65135945408676,0,-2.25119512077995,0,2.02200028196041,5.041452,1.4313608,1.25457030570566,NA
"15","ELYELY",-2.70960188672319,0.207937366544262,0.654469349923819,0.235716278856385,-0.923023746326361,-0.684047382853335,-0.88601660111779,0.151059186112228,-0.589669079303955,0.161321313836724,0.0891036849469947,15,"perennial","Poaceae","Native","Grass",1.58113883008419,-0.15136743717927,1,19.1514827269948,0.413631561571476,21.5978870914493,0.927230671912489,1.78883299126556,-1.77797598776172,2.67761700036402,1,0.378265599210711,0,2.51691842807734,35.738312,1.06354994,1.54398710328834,NA
"16","ERINUD",-0.865269566578975,0.153038736466342,0.787978790882367,-0.395154020549019,-1.68544149330574,-0.347517540532945,-0.430950315157693,-0.68429222392312,-0.281017626318182,-0.0336888708636022,0.154396093044183,16,"shrub","polygonaceae","Native","Forb",1.48323969741913,-0.325967198496102,1,16.8480933266433,0.421308030112923,25.0062735257215,-0.0043092715880984,1.06560840293529,-2.57309223876675,2.58996649672405,0,-0.51356219810559,0,1.7995165385548,15.398703,1.2408079,0.76562606218026,NA
"17","FRIPUR",-1.20420785567635,-0.0698339723562483,-0.203249065714988,-0.173845643602971,1.78813410835963,-1.64175736005251,1.52303795290011,0.695812494421227,0.803959012608015,-0.214819558962127,-0.389626812578765,17,"bulb","LILIACEAE","Native","Forb",0.948683298050514,0.470304461433783,0,15.0369629317607,0.454314349347757,30.2131721285396,1.67883803431668,2.03858246313864,-2.37992061726922,2.62452810405701,2,-2.69569719463077,0,2.93858429495371,19.242952,5.6988539,3.42755748127176,NA
"18","GALAPA",0.754827000615288,-0.87265712387151,1.47759168039905,1.00328983660223,1.42822978709834,1.06115209880406,-0.210595965935418,0.100914254008116,-0.139166249880102,0.988840762351989,0.0531079537239198,18,"annual","Rubiaceae","Native","Forb",1.04163333279998,-0.232481373593262,0,18.1381709741551,0.47180349062702,26.0116354234001,-1.89472286028616,-0.0391294901142292,-3.51415682184475,2.66112485173871,2,-0.461375661438228,0,0.842464886072897,12.6964889,0.62040399,-0.806172910162663,NA
"19","GALMUR",0.423819767029917,-1.15550323578462,1.36971688572341,0.89996957845923,1.4843892741158,0.889537005331536,-0.320116765629697,-0.195535192858584,-0.292100298303956,0.854846077495271,0.0599722147989525,19,"annual","Rubiaceae","Non-Native","Forb",1,-0.0697245566789075,0,16.886691290361,0.457488702388638,27.0916720464816,-1.92751046620995,0.0903613728158217,-3.23408747410925,2.63518808776017,2,-0.244986442283546,0,0.987853152573435,18.059156,0.68687586,-0.583909261754773,NA
"20","GILCAP",0.475729800485778,-0.023264540353209,-0.794156813196411,2.15725344474348,-0.788661352718866,-0.479097560060612,0.451600463341319,-0.300633772217659,-0.181515445987076,-0.293522305465917,0.0183041348133415,20,"annual","Polemoniaceae","Native","Forb",1.84390889145858,1.78074073040443,0,18.9631241997439,0.483361618798956,25.4895561357702,0.263248488810514,0.748489688306634,-2.99409267546784,2.6957116699962,0,-0.894615740898308,1,1.58766840690048,13.222789,1.3028482,0.707822913253542,NA
"21","GILTRI",1.19255136489323,-1.09337419630606,0.883272312687844,1.89434288967924,-0.117430016512111,-0.764470901776775,-0.181422598288302,-1.37658149033638,0.402941638215947,-0.744596109488324,-0.0940318729292633,21,"annual","Polemoniaceae","Native","Forb",0.547722557505166,1.78484226799345,0,15.7635157184815,0.448650154798762,28.4613003095975,-0.957568559437174,0.301284858625074,-3.39952861921195,2.66097160197137,0,-0.503125100711392,1,1.16161228313025,18.732731,0.86413413,-0.167471668202674,NA
"22","HOLVIR",0.54241256621155,0.660235495451128,-2.87360158097663,-0.129609854149187,-0.915217045041742,0.406362344728529,-0.0687043196819775,0.705358256703629,-0.350060988306379,0.466634067299185,0.147386600850569,22,"annual","Asteraceae","Native","Forb",2.96647939483827,-0.436417162375974,0,13.2298637426429,0.556614654002714,42.072591587517,0.64257730864977,1.2504712588193,-2.67588103869234,2.59688938916408,0,-1.30020301723095,0,2.07178169229508,8.0783162,1.6041876,1.32735323861044,NA
"23","HYPGLA",-0.68445472356527,-0.789253604720782,-1.16287353621796,-0.688739409619133,0.30269832129814,0.317494550092756,0.0297801831321068,0.651360964919369,-0.604828310361108,-0.168717342893219,-0.274621093265259,23,"annual","Asteraceae","Non-Native","Forb",1.89736659610103,-0.69910604060618,0,14.7603540224668,0.489033834586466,33.1315789473684,-0.610968294602301,1.54321663225137,-1.7634817586316,2.54506344763454,1,-1.13784512469487,0,2.25767855975798,13.89008905,0.62483544,0.549988566019796,NA
"24","LACSER",0.432337746841278,-1.61808135903796,-0.293194202625147,-0.178227879691663,1.54097937704194,-1.28723855795664,0.485722601012554,1.91141086681382,0.549471432901563,0.512214964372306,-0.124497387027286,24,"annual","Asteraceae","Non-Native","Forb",0.806225774829855,0.215874396556445,0,13.0077183586674,0.57010355540214,43.8280980324474,-0.498403103767433,1.27243634374138,-2.0342974775446,2.66143964150888,2,-2.33509289225609,0,1.98844255655639,20.6608395,1.11894288,0.970596438388775,NA
"25","LAGMIN",1.18047893050022,-1.28995470689415,-0.65348092152654,-0.654437958705059,-0.10574946777738,-0.605348610030677,-0.298929034782264,0.0250580031126073,-0.0307140928745167,-0.744906388760182,-0.0486749525270064,25,"annual","Asteraceae","Native","Forb",1.09544511501033,-0.17003949713591,0,10.4490356325597,0.512894736842105,49.0853658536585,-1.09654775461923,0.881759036872278,-2.21095917177849,2.57148452930381,0,-1.55553064395559,0,1.64530473835931,11.8666457,0.90844863,0.40109269636601,NA
"26","LASCAL",-0.855600712081132,-2.9089589943611,-0.356127101943535,-1.37223568901622,1.39852670010975,0.470862790402739,0.695308048505875,-0.672274359166466,0.367413643310184,0.395022310805886,0.089471520195137,26,"annual","Asteraceae","Native","Forb",0.974679434480896,-0.0553490477977028,0,11.166593374377,0.470237654320988,42.1111111111111,-1.63951059669039,1.21721132052712,-1.90902869353915,2.26921623284771,2,-1.13784512469487,0,1.99320057996534,13.89008905,0.684413922222222,0.0898811460014157,NA
"27","LINDIC",1.81396131446537,-0.902881710072665,0.0312515998158308,0.100931669035305,-0.512609295499911,0.539771517597449,0.0442732357188493,0.536647472935483,0.312059410243154,-0.470144917890935,0.0678572913774382,27,"annual","Polemoniaceae","Native","Forb",1.18321595661992,-0.408098173387183,0,17.2459543672731,0.535685295035904,31.0615048392132,-1.45703876564565,0.27470533765457,-2.97528883008141,2.5918348728539,0,-1.58441937247602,0,1.09642630113739,11.835427,0.70017023,-0.445986101058937,NA
"28","LOLMUL",-3.43344156878536,0.26762620390829,1.40898811126351,0.62090306137351,-0.268645786713598,0.365010559100657,-1.082668257357,0.819965131656575,-0.425093168073828,0.739545900690148,0.155933889045657,28,"annual","Poaceae","Non-Native","Grass",1.54919333848297,-0.763451001845815,1,24.1925739458779,0.416038961038961,17.1969696969697,0.809284418188988,1.69860791086434,-1.97339010387793,2.68946621591085,2,1.06366243924159,0,2.43274875573566,30.3076164705882,1.41024605882353,1.7393187985898,NA
"29","LOMMAR",-1.89391490164395,1.12913484253326,-1.3179957213243,0.865314928936912,1.55854269134145,-0.506219099768159,-0.67077321645898,-0.187660720262762,0.128828536955452,1.06079153664063,-0.621068834342044,29,"perennial","Apiaceae","Native","Forb",2.14476105895272,0.197062250403682,0,12.5815245702379,0.446851680542707,35.5164970706136,1.81533763992046,2.22780449775705,-3.1961209221591,2.71316244932824,2,0.0929242357021013,0,3.1013612581708,27.825987,5.4241036,3.69118087880336,NA
"30","LOTHUM",0.44228748500502,1.8611625010003,0.00556373523539891,-0.68707116770968,0.320036275010766,0.27414789868098,-0.675922821064061,-0.562462934448334,-0.176291284238258,-0.977903503346225,0.0601712584987333,30,"annual","Fabaceae","Native","N-fixer",1.61245154965971,-1.81119325937621,0,13.2372424209731,0.412008059100067,31.124916051041,1.12824390379271,0.883592152888319,-3.37275459263362,2.70068455563839,0,-1.10593791567203,0,1.85925698322508,11.572741,2.0783535,1.33596055364594,NA
"31","MEDPOL",0.815094948521189,0.435033449057902,-0.748407442294045,-1.32817641318757,1.18579794340971,-1.07880990737574,0.207818483196001,0.881705099875292,0.478582501796692,-0.12534052132078,0.308433180411205,31,"annual","Fabaceae","Non-Native","N-fixer",1.26885775404495,-1.14603016871309,0,8.92220694826294,0.514376801152738,57.6512968299712,1.17658362175655,1.13490657657705,-2.65414607075966,2.65735583125644,1,-2.61600712064137,0,1.99162269786751,23.687946,1.8567804,1.48495723254919,NA
"32","MICDOU",-1.62891225161163,-0.280088668810476,-2.11602818879594,0.312479673315018,-0.486830278080301,0.873127177504403,1.0259761524768,1.0066762544404,-0.374673347161668,0.0530637013910621,-0.0806221486151807,32,"annual","Asteraceae","Native","Forb",2.68328157299975,0.0811796085706738,0,21.5573205454818,0.503683473389356,23.3648459383754,0.598612116942107,1.82927398864928,-1.79332723989442,2.4905274117614,1,-1.13784512469487,0,2.59469452876439,13.89008905,1.00024304285714,1.21328479852946,NA
"33","MIMDOU",0.254724105680038,0.352998231353213,1.61133001187006,1.39384262026705,0.248803409258598,0.44299457023084,1.93408563337745,1.2818700289257,0.612091525871143,-1.16866330543809,1.05078110794605,33,"annual","PHRYMACEAE","Native","Forb",0.836660026534076,0.0533250697852632,0,29.1386826347305,0.460810606060606,15.8143939393939,1.26415497533427,-0.0208641403018092,-2.82115488882226,2.66707885048752,1,-2.44453292468547,0,0.81145461203014,17.319935,0.6115411,-0.825711726445732,NA
"34","MIMGUT",3.97487079160757,-0.853926278320066,0.682090567813381,-0.664969824983437,-0.160544249885115,0.813754423718621,-0.163181689095298,0.534350975449184,-0.35423277644188,0.326813015740659,-0.267863614607837,34,"perennial","PHRYMACEAE","Native","Forb",1.18321595661992,-1.24214399146524,0,12.274753407123,0.552800949474398,45.0356052899288,-3.58045017367417,-0.598745249452261,-3.71163513164408,2.67060022361542,0,-2.40521132798441,0,0.273020210748127,10.8619017,0.38110532,-1.89167874863159,NA
"35","NASPUL",-2.62863814909291,0.426309533491557,1.29850980998614,-1.26720123833496,0.791483997860052,-1.31014761477872,-1.11613727519222,0.421545114422355,-0.141495837516979,0.489233608519101,0.321283747178835,35,"perennial","Poaceae","Native","Grass",0.948683298050514,-1.38930676057088,1,12.8534535142799,0.406909265790317,31.6575825585123,1.52825677922226,1.84008928936019,-1.84705579965726,2.69248206787938,2,-0.30893763314468,0,2.55102236400242,20.11833,1.1211586,1.66270144662389,NA
"36","PETPRO",-1.5969528911211,-0.139477661095307,3.59867188467506,-1.09340648020791,0.399148412915699,0.918799971780071,1.79821221704578,-2.09012371770426,-0.97989211096703,0.590768539778185,0.174734230628418,36,"annual","Caryophyllaceae","Non-Native","Forb",0.974679434480896,-0.72785754967314,1,20.5179856115108,0.257239215686275,12.5372549019608,-1.43478775114931,0.186775124920807,-3.12260612094121,2.43686427593443,2,-1.63019970968674,0,0.990325309906023,8.300277,0.70903314,-0.672971407205142,NA
"37","PHLGRA",-0.209945472755487,-0.304057453973476,0.535733174615288,0.948478145402502,-1.6823402569019,-2.33327106254903,0.36462665890501,-0.236016536408578,0.186706862846653,0.0979607812932774,0.287351144613668,37,"annual","Polemoniaceae","Native","Forb",1.09544511501033,1.82947733441675,1,15.9009691848907,0.470654652445752,29.5991173225451,0.736458075197072,1.03931136953725,-2.49396550253776,2.70340302762697,0,-1.46488190172943,1,1.87501073167237,18.122561,1.7371311,1.29915109361491,NA
"38","PLAERE",0.495529597374922,0.295980429511545,-1.37949168845018,2.08571750711071,-0.741184576652317,-1.53903817702166,1.83957438521578,-0.72380832907064,-0.9741919543612,-0.203517451632981,-0.125451990699647,38,"annual","Plantaginaceae","Native","Forb",2.28035085019828,2.80064501142519,0,16.294731610338,0.444843962008141,27.2998643147897,0.590117280240401,0.876239232113229,-2.71738223940957,2.71229071464862,0,-2.28641660038899,1,1.70504875612542,9.0336294,1.3427315,0.88966055541865,NA
"39","SISBEL",0.978345472253725,2.24464751682601,-0.733870049826568,0.845287419105721,-0.383640707909451,0.724399730383871,0.0602630242594286,-0.55394346221331,0.31308746602614,0.201786253383569,-0.115611446648268,39,"perennial","Iridaceae","Native","Forb",2.32379000772445,-0.503483825609335,0,17.1212853346219,0.461060507482108,26.9290826284971,1.1986913821362,0.704561958388986,-4.47598759235427,2.70398233433705,0,-1.13784512469487,0,1.65445471881587,13.89008905,1.69060085,0.944402584876749,NA
"40","TAECAP",-3.51592987623322,0.762616536959629,1.39967326052364,0.212119543349581,-1.1034148877985,0.267859996549486,-0.808562310490856,0.740460825127164,-0.338411069985308,-0.560004971881616,-0.129131615834451,40,"annual","Poaceae","Non-Native","Grass",1.4525839046334,-1.12736413223507,1,26.4853942455524,0.388742746615087,14.6776273372018,1.24468039230201,2.04376234195817,-1.75793922341071,2.67803832976797,1,0.565024676346138,0,2.74889254741537,30.287136,1.2275138,1.89611460466051,NA
"41","THYCUR",-0.947540060604213,0.117769140930626,1.71329592717166,2.22887292061625,-0.42214391805169,1.87825685975535,1.10931315206541,1.56054540451882,0.0372716301426395,-1.14640455309779,-0.303100371646514,41,"annual","Brassicaceae","Native","Forb",1.2747548783982,-0.188849268380764,0,36.3284031085485,0.445615006150062,12.2662976629766,-0.435331707714458,0.728966549455396,-2.750019002344,2.69158755556922,1,-0.840116651545037,0,1.61291069755159,18.8748977777778,1.58055311111111,0.846675238026694,NA
"42","TRIALB",0.572718901734879,0.740481000285706,-0.349393113290442,-1.10949271086398,1.22845464294185,-0.639355937252599,-0.0945515197226563,0.29432876030969,-0.590091744961994,-0.168358446014498,0.347238713516971,42,"annual","Fabaceae","Native","N-fixer",1.54919333848297,-1.30505304566076,0,9.15456202004425,0.457014294996751,49.9220272904483,0.65346891830259,0.813421244361218,-2.53764768704783,2.70091917429625,1,-2.02064616838938,0,1.61050352446787,16.015394,0.95276329,0.536299199617836,NA
"43","TRIFUC",-0.475174531898439,1.71862746687483,0.7090786256677,-0.378230879259448,1.25234770724055,0.75616105321112,-1.21535390231576,-0.262655339439657,0.611080439080092,-0.572082247518109,0.376736739410692,43,"annual","Fabaceae","Native","N-fixer",1.18321595661992,-2.18819101488774,0,15.6320550388585,0.416624787775891,26.6519524617997,1.76009678871921,0.944001264009538,-3.57998677720462,2.68430366048664,1,-0.134872199676118,0,1.94836601665657,7.5072708,2.3663981,1.49293202837231,NA
"44","TRIGRA",0.0760805123499076,0.881527580809329,0.570234133497771,-0.653130795205078,1.20716902297001,0.193486948671882,-0.351009258716632,-0.461916708035937,-0.7459414955659,-0.446015284903003,0.188772538245398,44,"annual","Fabaceae","Native","N-fixer",1.4142135623731,-1.45408374490829,0,12.6807862407862,0.397250615763547,31.3269704433498,0.226757014884045,0.649398825085779,-2.86597495753763,2.6853240239751,1,-1.13784512469487,0,1.46392335042526,13.89008905,1.0679811,0.398854841690946,NA
"45","TRIWIL",0.598772147081141,0.690030191175336,0.656943764951893,-0.117166195649692,1.47259971260697,-0.981867328740028,-0.0138874209105384,-0.897769911729963,0.182935324891507,-0.29333438647007,0.13849176084794,45,"annual","Fabaceae","Native","N-fixer",0.894427190999916,-0.269145058659795,0,10.0903662775154,0.412323379461034,40.8630735615441,0.807624759207602,0.694655342711459,-3.42302817469738,2.70145292865829,1,-1.58899110051253,0,1.60961775626123,15.940127,1.542147,0.841572013252773,NA
"46","UROLIN",-3.77973203706407,-1.77462298687514,-2.87287136746566,-0.818352859496527,-0.748104146184067,2.40873001718985,0.925016354021686,-1.30686242750357,0.651054668468649,-0.237632072245387,0.197480929266192,46,"annual","Asteraceae","Native","Forb",2.66458251889485,-0.0200922645920173,0,20.4140722291407,0.443190266982089,21.7100371747212,0.738395365033081,2.48844060633455,-1.58131050629991,2.02543418009614,1,0.568458716594707,0,3.19483919582357,13.35088,0.6979545,1.29396869509534,NA
"47","VICVIL",0.00238195663236679,4.53926094159578,-1.38737717923496,-0.832591545894278,0.179102996237221,0.365513895375951,0.577637017317544,-0.706210765057011,0.276265016012376,-0.311960552525621,-0.0645018880605656,47,"annual","Fabaceae","Non-Native","N-fixer",2.82842712474619,-2.06007996223338,0,13.9217009787378,0.392607868020305,28.2011421319797,3.78818052335087,1.46750478674537,-4.51847753899351,2.71057703426833,0,-2.23940327300943,0,2.48493873260667,4.058337,4.0370574,2.62831069801307,NA
"48","VIODOU",0.117664677011299,0.888225160783814,-1.75038493859521,0.285226173391601,-0.24075186138522,-0.119793025008268,-1.57247948648744,0.130461076530368,0.353560435695527,-0.200493310474919,0.351744838912144,48,"perennial","VIOLACEAE","Native","Forb",2,-0.661378212524882,0,11.7572475953454,0.522243800418285,44.4188825814162,1.56786100340795,1.29514371096515,-2.93813699026008,2.68323152218584,0,0.0779446775775171,0,2.12794724872851,38.127236,1.9852929,1.68173423883391,NA
"49","VULMIC",-2.67849861342298,-2.35862663965009,-0.180934305179372,-2.47570513614204,-1.22150560673918,0.0517494343991778,1.46762670376981,-0.881808185263676,1.31384045920657,0.0714853827558683,-0.0216480625255445,49,"annual","Poaceae","Native","Grass",1.09544511501033,-0.172837636467478,1,16.4332819357134,0.443214971209213,26.9705694177863,-0.198298511317095,2.26396753035336,-1.65743034914794,2.10188307317455,1,-1.5744310866138,0,2.94112266756539,37.7330844444444,1.08324506666667,1.48060328225625,NA
"50","ZIGFRE",1.27624196077786,-1.52336043089118,1.65516051836977,0.981368969579312,-2.22661759251863,-0.0409048363051722,-0.312450975903954,0.631583700346628,0.496093898708032,0.639671089015408,0.216552989183208,50,"perennial","MELANTHIACEAE","Native","Forb",0.836660026534076,0.641015874618471,1,21.8346744696416,0.547669724770642,25.0825688073394,-2.17526757357652,0.0233909072028181,-3.08309145239952,2.63705229916089,0,-0.779515702407045,0,0.899039949051535,10.4153802,0.58495235,-0.807933468453649,NA
"51","RIGLEP",-1.0080504540276,-1.31403487188584,-0.77910374034186,-0.730701257018713,0.447869436194747,0.0122190256333328,0.244981498109555,0.209620776687602,0.0372133209572044,-0.619714799935541,-0.204057099925257,51,"annual","Asteraceae","Native","Forb",1.34164078649987,-0.330782458023401,0,14.968,0.472940813810111,31.596794081381,-0.323240167852495,1.67686638488674,-1.71755124321614,2.47112828033668,1,-1.13784512469487,0,2.38929619740638,13.89008905,0.62926691,0.709369779744966,NA
"52","SIDDIP",-0.427975732281628,0.569877749078908,0.568847600464806,1.68522098449527,1.77202532334609,-0.696273216909775,0.542589413244892,-0.858016767902673,1.33068442539572,0.850887544681607,-0.030513454929264,52,"annual","Malvaceae","Native","Forb",1,1.22334880257496,0,15.9110717840947,0.436444174757282,27.4302184466019,1.59678824163875,1.03931147564669,-4.25746296858371,2.66875617017102,2,-0.862064654801078,1,1.98525228340817,20.92946,2.2068658,1.51081974928095,NA
"53","ANCFIL",1.18125045714061,-0.744724399609858,-0.908683199357575,-0.546988428484813,-0.0496214303086834,-0.505801870085633,-0.652563020450408,-0.297295157236459,-0.508151859500422,-0.411370443691102,-0.0477720972381971,53,"annual","Asteraceae","Native","Forb",1.48323969741913,-0.270789271314439,0,8.68064960088081,0.496955562559092,57.2486605735897,-1.00996059107355,0.809484104433864,-2.39801543820655,2.61661479666721,0,-1.19441750198131,0,1.59533813612726,11.898513,1.08570697,0.451353230504206,NA
"54","ATHPUS",-0.0496439966512191,-0.621377811413694,0.445766733000389,0.274222525274737,0.586174200368033,-0.281776833838343,0.396039810691433,0.566342497919401,-0.656568741080803,-0.613108253107137,-0.558088132560955,54,"annual","Brassicaceae","Native","Forb",1.18321595661992,-0.0577932093401856,0,17.7886990801577,0.450639147802929,25.3328894806924,-1.04344251753464,1.10795594488236,-2.18479696093263,2.68820452926839,1,-1.59037238679597,0,1.99697931458637,35.7810395238095,2.2157284952381,1.53936781809375,NA
"55","BROMAD",-2.73072241580168,-0.566707217637048,0.695066191039759,-0.430693145926932,-0.600123444244397,-1.19645436037934,-1.42567253039994,-0.0710283072195807,-0.161011933743148,-0.0150959812543176,-0.456765279653481,55,"annual","Poaceae","Non-Native","Grass",1.04880884817015,-0.265055997775891,1,15.1281943862589,0.421435478492831,27.8576192064021,0.303693207390762,2.28623558521223,-1.64604392218773,2.63885035309468,1,0.50823809900931,0,2.98790491958982,24.772517,0.93060596,1.84970411094688,NA
