"IDnum","clean_code","H","L","LH_L","W","area_LW","Perimeter1","Hue","PCof19WL","texture","Rectangularity1","LH_Circle","LW_Circle","Compactness Ellipse","BetaShape_a","BetaShape_b","Saturation","LH_area","Org.Filename","Org.Filename2","shape"
58,"TAECAP",0.8419768,8.109567,7.26759,1.285123,7.112815,16.44071,1.291186,29.93918,1.042716,0.7107536,0.1067514,0.1529543,0.9838422,2.06338,1.700523,22.49844,3.880432,"TAECAP_LW_Amy1","TAECAP_LH_Amy1",0.172399775421879
58,"TAECAP",0.8419768,7.710735,7.799365,1.285123,7.144236,15.73167,1.283915,27.33484,2.371123,0.7510322,0.1002299,0.1591734,0.9946578,1.683035,1.506223,19.99682,4.065027,"TAECAP_LW_Amy1","TAECAP_LH_Amy1",0.172399775421879
58,"TAECAP",0.8862914,7.356219,7.311904,1.373752,7.214932,15.00048,1.272248,29.55357,1.605957,0.7422222,0.105743,0.1767344,0.9900596,1.828299,1.575542,22.86752,4.078773,"TAECAP_LW_Amy1","TAECAP_LH_Amy1",0.172399775421879
58,"TAECAP",0.8862914,8.24251,7.223275,1.240808,7.244389,16.55149,1.297233,30.02403,1.66621,0.7385386,0.1160232,0.1446506,0.988816,1.780068,1.499186,22.30573,4.312463,"TAECAP_LW_Amy1","TAECAP_LH_Amy1",0.172399775421879
58,"TAECAP",0.9749206,8.109567,7.577792,1.285123,7.328831,16.32992,1.306114,30.16844,1.421544,0.7323391,0.1189512,0.1603272,0.9862029,2.04325,1.69292,22.53148,4.542226,"TAECAP_LW_Amy1","TAECAP_LH_Amy1",0.172399775421879
58,"TAECAP",0.9749206,8.24251,8.020937,1.240808,7.409347,16.72875,1.321976,30.30523,1.845329,0.7553554,0.1174717,0.1454704,0.9927337,1.77847,1.583363,22.16173,4.826974,"TAECAP_LW_Amy1","TAECAP_LH_Amy1",0.172399775421879
58,"TAECAP",0.9749206,8.109567,8.198195,1.373752,7.454514,16.48502,1.276736,26.62468,2.182271,0.6952381,0.1112188,0.1635526,0.97471,2.396444,1.854296,19.40804,5.068519,"TAECAP_LW_Amy1","TAECAP_LH_Amy1",0.172399775421879
59,"THYCUR",0.7090331,1.816897,1.949841,1.462381,1.977528,4.542243,1.26644,19.41524,0.1893855,0.8059746,0.3583226,0.8487483,0.9950715,1.591613,1.567781,42.02076,0.9838544,"THYCUR_LW_Amy1_seeds","THYCUR_LH_Amy1_seeds",0.0639266464390393
59,"THYCUR",0.7533477,1.994156,1.949841,1.55101,2.181761,4.808131,1.239622,20.46573,0.911405,0.8062409,0.3646846,0.796822,0.9869108,1.877489,1.638215,36.32322,0.9956371,"THYCUR_LW_Amy1_seeds","THYCUR_LH_Amy1_seeds",0.0639266464390393
59,"THYCUR",0.7533477,2.03847,1.816897,1.55101,2.221036,4.874603,1.272967,21.2246,0.7795125,0.7757202,0.4057373,0.8045315,0.9876588,1.789067,1.716785,36.34428,1.034913,"THYCUR_LW_Amy1_seeds","THYCUR_LH_Amy1_seeds",0.0639266464390393
59,"THYCUR",0.7533477,2.03847,2.1271,1.55101,2.268167,4.918917,1.211727,17.93148,0.6440961,0.7770993,0.3549725,0.7813077,0.9910817,1.614018,1.600484,30.40408,1.042768,"THYCUR_LW_Amy1_seeds","THYCUR_LH_Amy1_seeds",0.0639266464390393
59,"THYCUR",0.7533477,2.03847,1.994156,1.595325,2.285841,5.007546,1.274449,20.01207,0.266289,0.7838754,0.3882397,0.8177717,0.9910095,1.770924,1.698223,40.46407,1.050623,"THYCUR_LW_Amy1_seeds","THYCUR_LH_Amy1_seeds",0.0639266464390393
59,"THYCUR",0.7533477,2.1271,2.171414,1.55101,2.3369,5.184805,1.228511,17.21408,0.2660514,0.7637725,0.344394,0.7596099,0.9858879,1.918073,1.749057,31.2579,1.072224,"THYCUR_LW_Amy1_seeds","THYCUR_LH_Amy1_seeds",0.0639266464390393
59,"THYCUR",0.8419768,2.1271,2.171414,1.595325,2.36832,5.14049,1.26311,18.65281,0.3111451,0.7831169,0.366966,0.7814529,0.9890988,1.907614,1.777462,36.96154,1.115428,"THYCUR_LW_Amy1_seeds","THYCUR_LH_Amy1_seeds",0.0639266464390393
59,"THYCUR",1.152179,2.215729,1.55101,1.639639,2.613793,5.273434,1.230434,17.3455,0.2597524,0.8076662,0.70858,0.8082427,0.9928969,1.655147,1.639904,31.5967,1.331444,"THYCUR_LW_Amy1_seeds","THYCUR_LH_Amy1_seeds",0.0639266464390393
59,"THYCUR",1.06355,2.260043,1.905527,1.728268,2.733583,5.406378,1.184133,17.61257,0.2573045,0.7952902,0.521367,0.7869701,0.9915648,1.75049,1.712837,31.17776,1.461053,"THYCUR_LW_Amy1_seeds","THYCUR_LH_Amy1_seeds",0.0639266464390393
61,"TRIFUC",1.462381,2.304358,2.348672,2.260043,3.941309,6.580714,1.422088,8.414366,0.5673712,0.7870588,0.5806646,0.9610308,0.9874839,1.709496,1.45901,16.38026,2.54506,"TRIFUC_LW_Amy1","TRIFUC_LH_Amy1",0.027876066852338
61,"TRIFUC",1.55101,2.481616,2.481616,2.304358,4.151433,6.580714,1.423061,8.859429,0.6493256,0.8026323,0.5958017,0.8873871,0.9887691,1.469622,1.315273,9.308414,2.841591,"TRIFUC_LW_Amy1","TRIFUC_LH_Amy1",0.027876066852338
61,"TRIFUC",1.639639,2.437301,2.392987,2.215729,4.204455,6.846601,1.369057,7.081379,0.5914225,0.8183637,0.6684819,0.918989,0.987133,1.430061,1.295799,15.37042,2.902469,"TRIFUC_LW_Amy1","TRIFUC_LH_Amy1",0.027876066852338
61,"TRIFUC",1.55101,2.525931,2.348672,2.481616,4.332101,6.979545,1.211008,8.28417,0.5869242,0.784495,0.6477156,0.9440451,0.984112,1.768988,1.647012,18.63741,2.98102,"TRIFUC_LW_Amy1","TRIFUC_LH_Amy1",0.027876066852338
61,"TRIFUC",1.506695,2.570245,2.525931,2.260043,4.412616,7.068174,1.226874,6.897473,1.554294,0.788421,0.5467798,0.8622847,0.9910364,1.560087,1.480324,14.42684,3.020295,"TRIFUC_LW_Amy1","TRIFUC_LH_Amy1",0.027876066852338
61,"TRIFUC",1.595325,2.658874,2.570245,2.348672,4.544189,7.17896,1.451394,6.883721,0.7200921,0.7765118,0.6036477,0.8591351,0.987244,1.624338,1.526357,11.99617,3.06939,"TRIFUC_LW_Amy1","TRIFUC_LH_Amy1",0.027876066852338
61,"TRIFUC",1.506695,2.61456,2.791818,2.348672,4.5599,7.046017,1.294036,6.626911,0.4514052,0.7902626,0.5377968,0.9269156,0.990863,1.548246,1.422515,12.55646,3.515168,"TRIFUC_LW_Amy1","TRIFUC_LH_Amy1",0.027876066852338
61,"TRIFUC",1.595325,2.570245,2.747503,2.61456,4.740568,7.245432,1.378636,7.759997,0.6042975,0.7835119,0.5835196,0.9502313,0.9863638,1.716913,1.637075,13.1811,3.611394,"TRIFUC_LW_Amy1","TRIFUC_LH_Amy1",0.027876066852338
61,"TRIFUC",1.772583,2.791818,2.570245,2.392987,4.797517,7.17896,1.160129,6.286399,0.6274245,0.7829449,0.6539258,0.8341365,0.9874159,1.637164,1.519289,18.38942,3.638886,"TRIFUC_LW_Amy1","TRIFUC_LH_Amy1",0.027876066852338
61,"TRIFUC",1.994156,2.747503,2.61456,2.437301,4.817155,7.467005,1.298274,7.978863,2.385719,0.7666823,0.7596192,0.8481684,0.9837924,1.694753,1.603446,13.83888,4.106266,"TRIFUC_LW_Amy1","TRIFUC_LH_Amy1",0.027876066852338
62,"TRIHIR",1.240808,1.816897,1.728268,1.373752,1.86952,4.431457,1.34333,33.14572,0.0646643,0.7933334,0.685984,0.7629075,0.9972861,1.560733,1.460631,33.05777,1.598518,"TRIHIR_LW_Amy1","TRIHIR_LH_Amy1",0.0221950011295135
62,"TRIHIR",1.152179,1.905527,1.949841,1.373752,1.967709,4.608716,1.373007,35.34936,0.1292596,0.7952381,0.5717303,0.7060627,0.9967528,1.604021,1.488372,31.49659,1.712417,"TRIHIR_LW_Amy1","TRIHIR_LH_Amy1",0.0221950011295135
62,"TRIHIR",1.152179,1.994156,1.861212,1.418066,2.034477,4.65303,1.369328,34.964,0.2664621,0.7671466,0.6169805,0.6768236,0.9936569,1.639292,1.531603,33.11441,1.714381,"TRIHIR_LW_Amy1","TRIHIR_LH_Amy1",0.0221950011295135
62,"TRIHIR",1.240808,1.994156,1.905527,1.418066,2.156232,4.697344,1.365341,31.66203,0.3170168,0.8049853,0.640876,0.7096022,0.9990123,1.584099,1.512852,36.53772,1.845954,"TRIHIR_LW_Amy1","TRIHIR_LH_Amy1",0.0221950011295135
62,"TRIHIR",1.329437,1.949841,2.03847,1.506695,2.197471,4.763816,1.385559,32.74464,0.1556615,0.7885835,0.6412264,0.7786277,0.9985672,1.571663,1.561312,36.41873,2.132666,"TRIHIR_LW_Amy1","TRIHIR_LH_Amy1",0.0221950011295135
62,"TRIHIR",1.462381,2.03847,1.905527,1.595325,2.3369,5.029704,1.377747,33.46075,0.05199049,0.7629001,0.7491142,0.7528422,0.9940801,1.680771,1.510454,37.51893,2.146413,"TRIHIR_LW_Amy1","TRIHIR_LH_Amy1",0.0221950011295135
62,"TRIHIR",1.329437,1.994156,2.1271,1.639639,2.38403,4.985389,1.338521,28.76607,0.2064335,0.8007866,0.6054685,0.8288559,0.9984138,1.566026,1.53146,38.16195,2.177833,"TRIHIR_LW_Amy1","TRIHIR_LH_Amy1",0.0221950011295135
62,"TRIHIR",1.418066,2.171414,1.994156,1.683954,2.605938,5.184805,1.381925,34.6478,0.3689665,0.8027828,0.7183695,0.7721936,0.9962018,1.688819,1.608093,36.95281,2.193544,"TRIHIR_LW_Amy1","TRIHIR_LH_Amy1",0.0221950011295135
62,"TRIHIR",1.418066,2.1271,2.082785,1.728268,2.65896,5.251276,1.3775,35.60339,0.0622967,0.8006502,0.6722311,0.7979718,0.9968315,1.523698,1.511318,35.6545,2.293696,"TRIHIR_LW_Amy1","TRIHIR_LH_Amy1",0.0221950011295135
62,"TRIHIR",1.506695,2.1271,2.1271,1.683954,2.717873,5.450692,1.34486,28.76003,0.2191883,0.7958597,0.6960635,0.7818346,0.9984664,1.540656,1.496969,37.49128,2.358501,"TRIHIR_LW_Amy1","TRIHIR_LH_Amy1",0.0221950011295135
63,"TRIWIL",1.107864,1.816897,1.772583,1.462381,1.999129,4.630873,1.159048,16.85678,0.1908512,0.7953125,0.5936315,0.7665027,0.9920023,1.58016,1.406288,28.05038,1.470872,"TRIWIL_LW_Amy1","TRIWIL_LH_Amy1",0.0326135258038997
63,"TRIWIL",1.019235,1.816897,1.861212,1.418066,2.026622,4.719502,1.160485,14.82999,0.07563238,0.832258,0.5473602,0.7879336,0.9961795,1.46792,1.440825,31.86522,1.4748,"TRIWIL_LW_Amy1","TRIWIL_LH_Amy1",0.0326135258038997
63,"TRIWIL",1.06355,1.816897,1.816897,1.55101,2.085536,4.630873,1.213366,17.56596,0.2622716,0.800891,0.5741961,0.8370497,0.9899783,1.695569,1.473051,29.74681,1.518003,"TRIWIL_LW_Amy1","TRIWIL_LH_Amy1",0.0326135258038997
63,"TRIWIL",1.107864,1.861212,1.949841,1.462381,2.113029,4.697344,1.18224,16.42718,0.2208259,0.8201219,0.5454367,0.7729411,0.9947758,1.569784,1.470589,27.25785,1.533713,"TRIWIL_LW_Amy1","TRIWIL_LH_Amy1",0.0326135258038997
63,"TRIWIL",1.196493,1.905527,1.772583,1.506695,2.138558,4.830288,1.226458,18.2192,0.243873,0.7956721,0.618091,0.7694147,0.9953675,1.523495,1.482123,25.57408,1.572989,"TRIWIL_LW_Amy1","TRIWIL_LH_Amy1",0.0326135258038997
63,"TRIWIL",1.152179,1.905527,1.816897,1.506695,2.252457,4.89676,1.146675,14.75214,0.08277558,0.8275613,0.6113808,0.7835989,0.9961668,1.438834,1.420573,31.21382,1.647612,"TRIWIL_LW_Amy1","TRIWIL_LH_Amy1",0.0326135258038997
63,"TRIWIL",1.152179,2.082785,1.861212,1.55101,2.348682,5.14049,1.181432,14.03076,0.1865769,0.7797977,0.6042526,0.7733256,0.9909126,1.597506,1.542914,30.98083,1.653504,"TRIWIL_LW_Amy1","TRIWIL_LH_Amy1",0.0326135258038997
63,"TRIWIL",1.196493,2.260043,2.171414,1.639639,2.65896,5.428535,1.206695,14.98067,0.2645131,0.7758877,0.5452729,0.7192302,0.9949012,1.512841,1.489242,29.55045,1.887194,"TRIWIL_LW_Amy1","TRIWIL_LH_Amy1",0.0326135258038997
63,"TRIWIL",1.107864,2.215729,2.260043,1.728268,2.713946,5.450692,1.149767,14.28965,0.1239165,0.7890207,0.4846373,0.7739112,0.9919049,1.658732,1.53797,28.15525,1.993238,"TRIWIL_LW_Amy1","TRIWIL_LH_Amy1",0.0326135258038997
63,"TRIWIL",1.329437,2.348672,2.171414,1.595325,2.863193,5.583636,1.277199,17.44894,0.3900784,0.8010989,0.6006786,0.6921346,0.9957086,1.587894,1.524647,26.4676,2.217109,"TRIWIL_LW_Amy1","TRIWIL_LH_Amy1",0.0326135258038997
64,"TRIGRA",0.8419768,1.772583,1.861212,1.019235,1.284313,4.076941,0.3369413,NA,NA,NA,0.4408631,0.5147862,0.9806482,1.72098,1.368116,31.41005,1.219508,"TRIGRA_LW_Amy1","TRIGRA_LH_Amy1",0.056927602072455
64,"TRIGRA",0.930606,1.772583,1.861212,1.019235,1.311806,4.054783,0.4686371,NA,NA,NA,0.4751343,0.5274122,0.989282,1.639674,1.38889,35.87645,1.25682,"TRIGRA_LW_Amy1","TRIGRA_LH_Amy1",0.056927602072455
64,"TRIGRA",0.8419768,1.772583,2.082785,1.06355,1.366792,4.054783,0.2732517,NA,NA,NA,0.3666307,0.5771279,0.9892136,1.674156,1.431,27.92503,1.262711,"TRIGRA_LW_Amy1","TRIGRA_LH_Amy1",0.056927602072455
64,"TRIGRA",0.8419768,1.905527,2.03847,1.019235,1.439452,4.342828,0.32803,NA,NA,NA,0.3924194,0.534976,0.9884644,1.625679,1.376433,28.33399,1.333407,"TRIGRA_LW_Amy1","TRIGRA_LH_Amy1",0.056927602072455
64,"TRIGRA",0.9749206,1.994156,1.905527,1.019235,1.439452,4.342828,0.5760847,NA,NA,NA,0.4950524,0.4812891,0.9849671,1.737878,1.417415,52.59916,1.358937,"TRIGRA_LW_Amy1","TRIGRA_LH_Amy1",0.056927602072455
64,"TRIGRA",0.8419768,1.861212,2.1271,1.06355,1.486582,4.232041,0.25659,NA,NA,NA,0.3683436,0.5562263,0.9888565,1.699143,1.443404,29.82485,1.374647,"TRIGRA_LW_Amy1","TRIGRA_LH_Amy1",0.056927602072455
64,"TRIGRA",0.930606,2.03847,1.994156,1.107864,1.592627,4.608716,0.4100673,NA,NA,NA,0.4381756,0.5052672,0.9877942,1.654366,1.403005,33.8647,1.380538,"TRIGRA_LW_Amy1","TRIGRA_LH_Amy1",0.056927602072455
64,"TRIGRA",0.930606,1.949841,1.949841,1.107864,1.606373,4.387143,0.3825733,NA,NA,NA,0.4561178,0.5454156,0.9914358,1.690204,1.461029,31.30233,1.398212,"TRIGRA_LW_Amy1","TRIGRA_LH_Amy1",0.056927602072455
64,"TRIGRA",0.8419768,1.994156,2.171414,1.107864,1.65154,4.497929,0.4809882,NA,NA,NA,0.3670595,0.5338783,0.9902951,1.673859,1.420708,36.77469,1.408031,"TRIGRA_LW_Amy1","TRIGRA_LH_Amy1",0.056927602072455
64,"TRIGRA",0.8862914,2.082785,2.082785,1.152179,1.722236,4.630873,0.3159709,NA,NA,NA,0.3855843,0.5225477,0.9870571,1.699697,1.422865,30.16767,1.423741,"TRIGRA_LW_Amy1","TRIGRA_LH_Amy1",0.056927602072455
67,"VICVIL",2.924762,3.58948,3.58948,3.367907,9.461497,10.01509,1.278846,3.750501,0.07067426,0.8146472,0.8140094,0.9400782,0.9971776,1.482021,1.392411,16.11697,8.082923,"VICVIL_LW_Amy1","VICVIL_LH_Amy1",0.0109056144086614
67,"VICVIL",2.836133,3.766738,3.722424,3.722424,10.25879,10.21451,1.354652,3.483645,0.0837087,0.8110541,0.7714403,0.9842047,0.9987906,1.644325,1.600487,13.47134,8.088815,"VICVIL_LW_Amy1","VICVIL_LH_Amy1",0.0109056144086614
67,"VICVIL",2.658874,3.943997,3.899682,3.899682,12.13617,11.32237,1.159232,3.087184,0.1157111,0.8273852,0.6579062,0.9762257,0.9926041,1.410898,1.313318,15.66964,8.187004,"VICVIL_LW_Amy1","VICVIL_LH_Amy1",0.0109056144086614
67,"VICVIL",3.633795,4.121255,4.121255,3.811053,12.86866,11.83199,1.273932,3.48127,0.07435501,0.8379796,0.8868412,0.9295788,0.9974211,1.350547,1.323828,17.54639,11.03252,"VICVIL_LW_Amy1","VICVIL_LH_Amy1",0.0109056144086614
67,"VICVIL",3.633795,4.16557,4.076941,3.855368,13.0454,12.16435,1.273103,4.188864,0.1260304,0.8305826,0.900901,0.9152386,0.9969041,1.334684,1.310375,20.61391,11.28192,"VICVIL_LW_Amy1","VICVIL_LH_Amy1",0.0109056144086614
67,"VICVIL",3.811053,4.431457,4.209884,3.943997,13.54616,11.78768,1.257891,3.872352,0.1404046,0.8074001,0.9016992,0.8868606,0.9951821,1.536295,1.492664,20.92451,11.50776,"VICVIL_LW_Amy1","VICVIL_LH_Amy1",0.0109056144086614
67,"VICVIL",3.456537,4.342828,4.475771,4.032626,13.66203,11.83199,1.312128,4.571414,0.09977775,0.7969072,0.7675381,0.9376224,0.9995072,1.505177,1.502302,24.35996,11.96336,"VICVIL_LW_Amy1","VICVIL_LH_Amy1",0.0109056144086614
67,"VICVIL",3.456537,4.697344,4.741659,4.032626,15.01507,12.54102,1.068413,3.673533,0.1366803,0.8091005,0.7208129,0.866321,0.9992704,1.460145,1.441497,18.52407,12.83527,"VICVIL_LW_Amy1","VICVIL_LH_Amy1",0.0109056144086614
67,"VICVIL",3.678109,4.963232,4.874603,4.785974,18.54202,14.02556,1.232098,4.993495,0.1184467,0.8061684,0.7311078,0.9619757,0.9976615,1.497778,1.408527,25.38959,13.26141,"VICVIL_LW_Amy1","VICVIL_LH_Amy1",0.0109056144086614
67,"VICVIL",3.678109,5.362063,5.229119,4.918917,19.96773,14.26929,1.225418,5.481112,0.09943168,0.811713,0.693314,0.9184982,0.9970967,1.53703,1.500062,29.21126,14.96598,"VICVIL_LW_Amy1","VICVIL_LH_Amy1",0.0109056144086614
68,"VIODOU",1.639639,3.412222,3.500851,1.772583,4.57561,7.865836,1.289677,39.02731,1.453786,0.7860999,0.468833,0.5093333,0.9884027,1.70855,1.428688,24.29517,4.07681,"VIODOU_LW_Amy1","VIODOU_LH_Amy1",0.0529643099062228
68,"VIODOU",1.639639,3.323593,3.58948,1.905527,4.585429,7.666421,1.339105,36.39885,0.8216703,0.7554639,0.4342504,0.5550704,0.9848567,1.875162,1.524662,25.98195,4.151433,"VIODOU_LW_Amy1","VIODOU_LH_Amy1",0.0529643099062228
68,"VIODOU",1.816897,3.412222,3.367907,1.905527,4.614886,7.887994,1.273513,40.75438,1.150702,0.7373154,0.5139608,0.5405164,0.9827954,1.881526,1.509032,23.10568,4.375305,"VIODOU_LW_Amy1","VIODOU_LH_Amy1",0.0529643099062228
68,"VIODOU",1.816897,3.412222,3.500851,1.949841,4.95462,8.131723,1.339303,38.31268,1.79022,0.779467,0.4728322,0.5397938,0.9872043,1.619185,1.365957,26.37891,4.442073,"VIODOU_LW_Amy1","VIODOU_LH_Amy1",0.0529643099062228
68,"VIODOU",1.949841,3.190649,3.190649,2.082785,4.980149,7.777207,1.370171,36.24156,1.197389,0.776485,0.6011581,0.6559809,0.9901984,1.676133,1.447095,27.8266,4.628632,"VIODOU_LW_Amy1","VIODOU_LH_Amy1",0.0529643099062228
68,"VIODOU",1.949841,3.545166,3.412222,1.949841,5.107795,8.375454,1.34813,38.22591,1.543778,0.7657297,0.5456813,0.5268821,0.9800742,1.670827,1.396605,25.70379,4.801445,"VIODOU_LW_Amy1","VIODOU_LH_Amy1",0.0529643099062228
68,"VIODOU",1.772583,4.121255,3.988311,1.994156,6.070048,9.128801,1.272731,38.21864,0.5556067,0.7635869,0.4449584,0.4845193,0.9885288,1.70873,1.496041,25.24627,5.257042,"VIODOU_LW_Amy1","VIODOU_LH_Amy1",0.0529643099062228
68,"VIODOU",1.949841,3.899682,4.032626,2.171414,6.075939,8.72997,1.279198,37.26821,0.6134652,0.7556691,0.4711952,0.5347313,0.9884323,1.799605,1.550084,25.99434,5.522153,"VIODOU_LW_Amy1","VIODOU_LH_Amy1",0.0529643099062228
68,"VIODOU",1.861212,4.032626,4.032626,2.082785,6.335158,9.062329,1.298509,39.786,0.9096994,0.7792271,0.443491,0.506545,0.9942792,1.591254,1.422069,25.84837,5.814756,"VIODOU_LW_Amy1","VIODOU_LH_Amy1",0.0529643099062228
68,"VIODOU",2.082785,4.16557,4.032626,2.03847,6.449058,9.350374,1.26378,37.03882,0.7743119,0.7847073,0.5231885,0.4766214,0.9854466,1.458337,1.281573,25.34192,6.435311,"VIODOU_LH_Amy1","VIODOU_LW_Amy1",0.0529643099062228
69,"VULMIC",0.5760894,8.597027,6.957387,0.930606,3.110629,15.26637,1.209576,37.41948,0.1914861,0.4103627,0.07410567,0.0802736,0.6669164,5.754393,1.24525,15.2528,2.419379,"VULMIC_LW_Amy1","VULMIC_LH_Amy1",0.19062819918567
69,"VULMIC",0.620404,9.616261,7.622106,0.930606,3.387522,18.65644,1.176545,37.83857,0.1457856,0.3993056,0.05959949,0.06504264,0.5884098,4.98791,1.352558,15.47553,2.444908,"VULMIC_LW_Amy1","VULMIC_LH_Amy1",0.19062819918567
69,"VULMIC",0.620404,8.685656,8.33114,1.06355,3.707619,17.30484,1.310873,35.54723,0.1787103,0.4209588,0.0515627,0.08990816,0.650997,7.094815,3.148919,16.91071,2.552916,"VULMIC_LW_Amy1","VULMIC_LH_Amy1",0.19062819918567
69,"VULMIC",0.620404,8.109567,8.641341,0.9749206,3.756713,16.24129,1.298086,37.15942,0.1069253,0.5005233,0.05294932,0.08967464,0.7142141,3.75286,2.627875,15.78867,2.757149,"VULMIC_LW_Amy1","VULMIC_LH_Amy1",0.19062819918567
69,"VULMIC",0.620404,8.153881,7.932308,1.019235,4.188745,16.41855,1.298433,37.96739,0.2279661,0.5298063,0.05979679,0.1133353,0.905009,4.564188,2.234293,19.13483,2.812135,"VULMIC_LW_Amy1","VULMIC_LH_Amy1",0.19062819918567
69,"VULMIC",0.620404,7.976623,7.976623,1.019235,4.312463,15.95325,1.243273,39.48401,0.1556501,0.5576435,0.06834585,0.1292311,0.9206403,6.231919,3.293466,17.52627,2.865157,"VULMIC_LW_Amy1","VULMIC_LH_Amy1",0.19062819918567
69,"VULMIC",0.6647186,9.970778,9.394689,1.107864,5.158853,19.63136,1.187244,39.57224,0.1201587,0.4886533,0.05066043,0.1014448,0.8331331,6.034702,1.898098,16.20256,2.882831,"VULMIC_LW_Amy1","VULMIC_LH_Amy1",0.19062819918567
69,"VULMIC",0.8419768,10.36961,10.36961,1.06355,5.480913,20.71706,1.292385,38.04926,0.2599596,0.5208061,0.05500813,0.09196565,0.8849092,5.749387,2.501793,18.81295,3.780279,"VULMIC_LW_Amy1","VULMIC_LH_Amy1",0.19062819918567
69,"VULMIC",0.7976623,15.11127,10.41392,1.639639,6.456913,30.24469,1.16547,36.56016,0.4774864,0.2813081,0.05921498,0.06424564,0.5212739,9.675282,1.12434,16.0969,4.353703,"VULMIC_LW_Amy1","VULMIC_LH_Amy1",0.19062819918567
2,"ALLFAL",2.03847,2.525931,NA,2.03847,3.399305,6.403455,-1.562742,5.051345,0.1280077,0.750969,NA,0.7713837,0.959966,2.169736,1.559222,3.176849,NA,"ALLFAL_LW_Amy1",NA,0.0160855694430029
2,"ALLFAL",1.994156,2.703189,NA,1.994156,3.684053,6.625028,1.351196,4.901836,0.08325882,0.73741,NA,0.7317489,0.9638511,2.217305,1.552411,5.360378,NA,"ALLFAL_LW_Amy1",NA,0.0160855694430029
2,"ALLFAL",1.994156,2.658874,NA,1.994156,3.691909,6.492085,-1.428467,4.879226,0.09459788,0.7428836,NA,0.7181018,0.9753008,1.923531,1.449837,3.115091,NA,"ALLFAL_LW_Amy1",NA,0.0160855694430029
2,"ALLFAL",1.905527,2.747503,NA,1.905527,3.695836,6.469927,1.525221,5.40093,0.1052433,0.7608129,NA,0.7087059,0.9913433,1.826909,1.608608,3.615192,NA,"ALLFAL_LW_Amy1",NA,0.0160855694430029
2,"ALLFAL",2.082785,2.61456,NA,2.082785,3.784206,6.492085,-1.465761,4.39136,0.06829873,0.7493015,NA,0.7806144,0.9773352,2.01189,1.521909,2.857952,NA,"ALLFAL_LW_Amy1",NA,0.0160855694430029
2,"ALLFAL",1.994156,2.658874,NA,1.994156,3.795989,6.558557,-1.406146,4.372905,0.1037884,0.7488593,NA,0.7455609,0.9808455,1.915605,1.510156,3.109475,NA,"ALLFAL_LW_Amy1",NA,0.0160855694430029
2,"ALLFAL",2.082785,3.057705,NA,2.082785,4.159288,7.068174,1.540346,4.52717,0.1657917,0.6969231,NA,0.6511686,0.9615082,2.026885,1.431751,4.391221,NA,"ALLFAL_LW_Amy1",NA,0.0160855694430029
2,"ALLFAL",2.171414,2.969076,NA,2.171414,4.182854,6.913073,1.426452,5.781111,0.06276725,0.748156,NA,0.7256816,0.9742404,2.389939,1.842615,5.840614,NA,"ALLFAL_LW_Amy1",NA,0.0160855694430029
2,"ALLFAL",2.260043,2.969076,NA,2.260043,4.477421,7.02386,1.53907,5.637834,0.1123574,0.7646203,NA,0.7615594,0.9774596,2.228684,1.713204,3.557066,NA,"ALLFAL_LW_Amy1",NA,0.0160855694430029
2,"ALLFAL",2.1271,2.924762,NA,2.1271,4.524552,7.046017,1.426306,5.394943,0.1029956,0.7678982,NA,0.7168841,0.9949623,1.676274,1.526194,6.1267,NA,"ALLFAL_LW_Amy1",NA,0.0160855694430029
3,"ANAARV",0.8862914,1.107864,NA,0.8862914,0.7423093,2.946919,0.9067407,7.543417,0.4026471,0.8289474,NA,0.810083,0.97631,1.438405,1.402002,16.85624,NA,"ANAARV_LW_Amy1",NA,0.00850368516748637
3,"ANAARV",1.06355,1.107864,NA,1.06355,0.8012227,2.836133,0.6976023,6.792722,0.2141891,0.8225806,NA,0.9672263,0.9777018,1.972206,1.530589,12.15318,NA,"ANAARV_LW_Amy1",NA,0.00850368516748637
3,"ANAARV",0.930606,1.152179,NA,0.930606,0.8071141,2.902604,0.8642746,8.717234,0.273001,0.822,NA,0.8007283,0.9938408,1.531971,1.5223,15.10536,NA,"ANAARV_LW_Amy1",NA,0.00850368516748637
3,"ANAARV",1.019235,1.196493,NA,1.019235,0.8856653,3.013391,0.9498683,6.849708,0.2743551,0.8163485,NA,0.8425032,0.9967187,1.529927,1.516522,15.86113,NA,"ANAARV_LW_Amy1",NA,0.00850368516748637
3,"ANAARV",1.019235,1.196493,NA,1.019235,0.8895929,3.146334,0.8067766,7.67867,0.4003057,0.791958,NA,0.8389396,0.9766104,1.545093,1.420989,17.94169,NA,"ANAARV_LW_Amy1",NA,0.00850368516748637
3,"ANAARV",0.9749206,1.329437,NA,0.9749206,0.8915567,3.013391,0.9028059,7.238976,0.4170766,0.8092692,NA,0.7389013,0.992816,1.770618,1.651289,13.69317,NA,"ANAARV_LW_Amy1",NA,0.00850368516748637
3,"ANAARV",1.06355,1.285123,NA,1.06355,0.9583252,3.079863,0.930883,6.299283,0.4923444,0.8439273,NA,0.8177165,0.9937471,1.67601,1.592987,14.50541,NA,"ANAARV_LW_Amy1",NA,0.00850368516748637
