"","species","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","SCT","Mass","Carbon","N","CN","Length","W","area","Shape","Intensity","P","Texture","Fit_rect","Compact","germ_is_disp","lump_dispcat","mucilage","Starch","annual","family","Functional.group","how3d","SCTmm","SCTperL","SCP","SCTperW","SCTperMass","Disp","SA_2D","origin"
"26","LOMMAR",-1.88212702531633,1.38870855339106,-1.04701992641249,-1.63170610435379,-0.933605368824351,0.0275979226266732,-0.392285530340211,0.331186414692692,0.0844464377810427,-1.02985924375344,0.594565590288136,2.14476105895272,1.81533763992046,0.446851680542707,35.5164970706136,12.5815245702379,2.22780449775705,5.4241036,3.69118087880336,-3.1961209221591,27.825987,3.1013612581708,0.0929242357021013,0.79837748,2.71316244932824,0,5,0,0,"perennial","Apiaceae","Forb",0,0.0575,0.0787176865925436,0.197062250403681,0.102960332018686,0.0967471905681023,2,-0.589819620632561,"Native"
"27","LOTHUM",0.317911381135517,1.80110617381162,0.311661338511377,0.409419894931515,-0.283680522903173,0.325164093767772,-0.560133260481845,0.690715176477926,-0.247685034024581,0.971623598750927,-0.0587742232102488,1.61245154965971,1.12824390379271,0.412008059100067,31.124916051041,13.2372424209731,0.883592152888319,2.0783535,1.33596055364594,-3.37275459263362,11.572741,1.85925698322508,-1.10593791567203,0.80687543,2.70068455563839,0,7,0,0,"annual","Fabaceae","N-fixer",0.394444748538495,0.0325,0.115896970108678,-1.81119325937621,0.125049503550351,0.10255258918885,0,0.523296429579143,"Native"
"28","MEDPOL",0.711688087952761,0.81392518635589,-0.550244878394526,0.346871470655227,-1.86854679556786,-0.6402684302281,0.242579467539602,-0.764563031882691,0.498621440412316,0.21421813223073,-0.274678418594182,1.26885775404495,1.17658362175655,0.514376801152738,57.6512968299712,8.92220694826294,1.13490657657705,1.8567804,1.48495723254919,-2.65414607075966,23.687946,1.99162269786751,-2.61600712064137,0.7926178,2.65735583125644,1,4,0,0,"annual","Fabaceae","N-fixer",0.37017929740771,0.020125,0.0804314897333404,-1.14603016871309,0.104108855690905,0.078772759089654,1,0.50666546531832,"Non-Native"
"29","MIMDOU",0.159739777657356,-0.155176582954634,1.74546533842728,-1.18342984280087,0.746564838089506,0.252046507760324,1.42211024263069,-1.46761784759371,0.674125488759783,1.22462049104356,-0.982839804022035,0.836660026534076,1.26415497533427,0.460810606060606,15.8143939393939,29.1386826347305,-0.0208641403018092,0.6115411,-0.825711726445732,-2.82115488882226,17.319935,0.81145461203014,-2.44453292468547,0.809534,2.66707885048752,1,2,0,0,"annual","PHRYMACEAE","Forb",0.326008921198968,0.00875,0.0945223731914511,0.0533250697852611,0.119616530499611,0.0497160094025608,1,1.63716633847587,"Native"
"30","MIMGUT",3.84413753835096,-0.764519939201894,0.552108221106758,0.721025548461383,-0.146849362837876,0.689203733698682,-0.297054015397724,-0.526339998517522,-0.352696578928028,-0.279656081095819,0.267394439757291,1.18321595661992,-3.58045017367417,0.552800949474398,45.0356052899288,12.274753407123,-0.598745249452261,0.38110532,-1.89167874863159,-3.71163513164408,10.8619017,0.273020210748127,-2.40521132798441,0.90179714,2.67060022361542,0,2,0,0,"perennial","PHRYMACEAE","Forb",0,0.0175,0.178457540518692,-1.24214399146524,0.214287342375906,0.792508448920388,0,2.16469895937972,"Native"
"31","NASPUL",-2.68217002563146,0.124046423038054,1.12611927389166,0.554993037307079,-1.74984503950931,-0.988840153403579,-0.939778433868614,-0.0541189827443423,-0.150298902007371,-0.424938603749463,-0.329960802192876,0.948683298050514,1.52825677922226,0.406909265790317,31.6575825585123,12.8534535142799,1.84008928936019,1.1211586,1.66270144662389,-1.84705579965726,20.11833,2.55102236400242,-0.30893763314468,0.78258047,2.69248206787938,0,3,0,1,"perennial","Poaceae","Grass",0,0.01125,0.0422674403989448,-1.38930676057088,0.100171167362036,0.0493991547737879,2,0.888320917378536,"Native"
"32","PETPRO",-1.67895887548508,-0.917255222809907,3.17629190106385,1.12881405742192,-0.36056695107689,1.23133973109644,2.13068632690648,1.56708264488604,-1.15901506774625,-0.503707405931374,-0.213047889868282,0.974679434480896,-1.43478775114931,0.257239215686275,12.5372549019608,20.5179856115108,0.186775124920807,0.70903314,-0.672971407205142,-3.12260612094121,8.300277,0.990325309906023,-1.63019970968674,0.67824619,2.43686427593443,0,4,0,1,"annual","Caryophyllaceae","Forb",0.148190908514653,0.011875,0.0992565340831289,-0.727857549673141,0.129414679737085,0.22329397794369,2,1.66329671711116,"Non-Native"
"33","PHLGRA",-0.312241231220681,-0.713428955779959,0.1539292025386,-0.0818980515506518,1.14318461986687,-2.55195019440577,0.369367122581428,0.315382427445963,0.261895941648773,-0.187310249439734,-0.292052193502014,1.09544511501033,0.736458075197072,0.470654652445752,29.5991173225451,15.9009691848907,1.03931136953725,1.7371311,1.29915109361491,-2.49396550253776,18.122561,1.87501073167237,-1.46488190172943,0.77648109,2.70340302762697,0,2,1,1,"annual","Polemoniaceae","Forb",0.532379874862224,0.015,0.0728386743542292,1.82947733441675,0.0929243071700455,0.0847472843300263,0,0.575859638057463,"Native"
"34","PLAERE",0.400327962020239,0.355255423651207,-1.37365622172004,-1.50238893851913,1.45217380080434,-1.5921461734963,1.82350968300827,0.267101592586116,-0.934621564889814,0.169947663147258,0.144012427275378,2.28035085019828,0.590117280240401,0.444843962008141,27.2998643147897,16.294731610338,0.876239232113229,1.3427315,0.88966055541865,-2.71738223940957,9.0336294,1.70504875612542,-2.28641660038899,0.79586213,2.71229071464862,0,2,1,0,"annual","Plantaginaceae","Forb",0.289044889724501,0.065,0.164506759143951,2.80064501142519,0.220019964163333,0.189807923962919,0,0.815388200706768,"Native"
"35","TAECAP",-3.54722389107664,0.0573775740245988,1.20148181016776,0.385879925929799,0.917225788740637,-0.174770313871493,-1.06858530123821,-0.58762262235615,-0.298194438257884,0.557635454159376,0.149743499200115,1.4525839046334,1.24468039230201,0.388742746615087,14.6776273372018,26.4853942455524,2.04376234195817,1.2275138,1.89611460466051,-1.75793922341071,30.287136,2.74889254741537,0.565024676346138,0.73083986,2.67803832976797,1,3,0,1,"annual","Poaceae","Grass",0.39202099709946,0.026375,0.0584519333529327,-1.12736413223507,0.14658280987737,0.0871600199737412,1,0.852777942754855,"Non-Native"
